SECCION: ;Date;InvoiceNumber;Description;DueDate;TransactionTypeDescription;DebtorNumber;cmp_name; AmountTC ;Estatus: ;Fecha: ;Obeservaciones: 
PANAMÁ;31/5/2023;1199375;;30/6/2023;Factura de venta;12225;EMPRESA DE TRANSMISION ELECTRICA S.A.etesa; B/.14.34 ;Por Presentar;-;completa, para presentar
PANAMÁ;27/7/2023;1205409;;26/8/2023;Factura de venta;12225;EMPRESA DE TRANSMISION ELECTRICA S.A.etesa; B/.613.33 ;Sin informacion; -;-
PANAMÁ;2/10/2020;1098526;1FHS610001181-00013572;1/11/2020;Factura de venta;12261;I.F.A.R.H.U.; B/.128.40 ;Presentado;-;0
PANAMÁ;25/5/2022;1161020;1FHS610001181-00032564;24/6/2022;Factura de venta;12261;I.F.A.R.H.U.; B/.250.92 ;Retención;-;Faltan los documentos de la 2 prórroga.
PANAMÁ;7/6/2023;1200133;;7/6/2023;Factura de venta;12261;I.F.A.R.H.U.; B/.359.52 ;Sin informacion; -;-
PANAMÁ;7/6/2023;1200130;;7/6/2023;Factura de venta;12261;I.F.A.R.H.U.; B/.1,883.20 ;Sin informacion; -;-
PANAMÁ;8/6/2023;1200259;;8/6/2023;Factura de venta;12261;I.F.A.R.H.U.; B/.2,242.50 ;Presentado;8/8/2023;0
PANAMÁ;8/6/2023;1200261;;8/6/2023;Nota de crédito Ventas;12261;I.F.A.R.H.U.;-B/.2,242.50 ;Sin informacion; -;-
PANAMÁ;16/5/2022;1159957;1FHS610001181-00032203;15/6/2022;Factura de venta;12277;INADEH; B/.91.88 ;MULTA;-;0
PANAMÁ;26/6/2023;1202071;;26/7/2023;Factura de venta;12277;INADEH; B/.393.76 ;Presentado;13/07/2023;0
PANAMÁ;11/7/2023;1203633;;10/8/2023;Factura de venta;13017;MINISTERIO DE DESARROLLO SOCIAL; B/.362.73 ;Sin informacion; -;-
PANAMÁ;9/3/2023;10863607;ACH GENERAL;;Recibo de caja;13025;MUNICIPIO DE SAN MIGUELITO;-B/.73.52 ;Sin informacion; -;-
PANAMÁ;26/11/2020;1103773;1FHS610001181-00015057;26/12/2020;Factura de venta;13025;MUNICIPIO DE SAN MIGUELITO; B/.1,044.00 ;Presentado;11/12/2020;llamar a karina r. el martes 16 
PANAMÁ;27/6/2023;1202085;;27/7/2023;Factura de venta;13025;MUNICIPIO DE SAN MIGUELITO; B/.116.35 ;Por Presentar;-;0
PANAMÁ;30/3/2023;1193182;;29/4/2023;Factura de venta;13025;MUNICIPIO DE SAN MIGUELITO; B/.1,372.97 ;Por Presentar;14/4/2023;0
PANAMÁ;6/5/2019;1039302;Realocar: Deud62154 => Deud13035;5/6/2019;Recibo de caja;13035;MINISTERIO DE ECONOMIA Y FINANZAS;-B/.12.44 ;Sin informacion; -;-
PANAMÁ;11/8/2022;1169467;1FHS610001181-00035304;10/9/2022;Factura de venta;13035;MINISTERIO DE ECONOMIA Y FINANZAS; B/.2,062.96 ;Presentado;9/9/2022;0
PANAMÁ;24/4/2023;1195427;;24/5/2023;Factura de venta;13035;MINISTERIO DE ECONOMIA Y FINANZAS; B/.2.05 ;Presentado;-;0
PANAMÁ;26/11/2021;1140580;1FHS610001181-00025796;26/12/2021;Factura de venta;12428;MINISTERIO DE AMBIENTE; B/.110.76 ;Presentado;-;0
PANAMÁ;15/3/2022;1152660;1FHS610001181-00029757;14/4/2022;Factura de venta;12428;MINISTERIO DE AMBIENTE; B/.217.96 ;Presentado;-;0
PANAMÁ;31/3/2023;1193280;;30/4/2023;Factura de venta;12428;MINISTERIO DE AMBIENTE; B/.15.82 ;Sin informacion; -;-
PANAMÁ;11/4/2023;1194082;;11/5/2023;Factura de venta;12428;MINISTERIO DE AMBIENTE; B/.53.13 ;Sin informacion; -;-
PANAMÁ;10/4/2023;1193969;;10/5/2023;Factura de venta;12428;MINISTERIO DE AMBIENTE; B/.17.45 ;Presentado;5/6/2023;0
PANAMÁ;26/6/2023;1202065;;26/7/2023;Factura de venta;12428;MINISTERIO DE AMBIENTE; B/.59.06 ;Presentado;4/8/2023;0
PANAMÁ;19/5/2023;1198062;;18/6/2023;Factura de venta;12428;MINISTERIO DE AMBIENTE; B/.21.34 ;Por Presentar;-;0
PANAMÁ;29/5/2023;1199135;;28/6/2023;Factura de venta;12428;MINISTERIO DE AMBIENTE; B/.22.04 ;Por Presentar;-;0
PANAMÁ;30/5/2023;1199171;;29/6/2023;Factura de venta;12428;MINISTERIO DE AMBIENTE; B/.115.56 ;Por Presentar;-;completa, para presentar
PANAMÁ;8/6/2023;10878628;XX012428/23800781XX;8/7/2023;Nota de crédito Ventas;12428;MINISTERIO DE AMBIENTE;-B/.15.82 ;Sin informacion; -;-
PANAMÁ;26/6/2023;1202032;;26/7/2023;Factura de venta;12428;MINISTERIO DE AMBIENTE; B/.50.68 ;Por Presentar;-;0
PANAMÁ;26/6/2023;1202051;;26/7/2023;Factura de venta;12428;MINISTERIO DE AMBIENTE; B/.30.23 ;Por Presentar;-;0
PANAMÁ;23/12/2021;1143444;1FHS610001181-00026666;22/1/2022;Factura de venta;12797;LOTERIA NACIONAL DE BENEFICENCIA; B/.72.53 ;Presentado;-;0
PANAMÁ;16/3/2023;1191689;;15/4/2023;Factura de venta;12797;LOTERIA NACIONAL DE BENEFICENCIA; B/.186.50 ;Presentado;12/4/2023;0
PANAMÁ;27/7/2023;1205350;;26/8/2023;Factura de venta;12797;LOTERIA NACIONAL DE BENEFICENCIA; B/.684.00 ;Sin informacion; -;-
PANAMÁ;1/11/2021;1137894;1FHS610001181-00024892;1/12/2021;Factura de venta;13075;MINISTERIO DE GOBIERNO; B/.134.21 ;Sin informacion; -;-
PANAMÁ;21/9/2022;1173930;NACIONAL3771;22/9/2022;Recibo de caja;13075;MINISTERIO DE GOBIERNO;-B/.0.01 ;Sin informacion; -;-
PANAMÁ;9/5/2023;1196925;;8/6/2023;Factura de venta;13075;MINISTERIO DE GOBIERNO; B/.17.72 ;Por Presentar;-;0
PANAMÁ;7/8/2023;1206413;;8/8/2023;Factura de venta;13075;MINISTERIO DE GOBIERNO; B/.38.52 ;Sin informacion; -;-
PANAMÁ;10/8/2023;1206944;;11/8/2023;Factura de venta;13102;MINISTERIO DE TRABAJO; B/.44.51 ;Sin informacion; -;-
PANAMÁ;10/8/2023;1206946;1206932;9/9/2023;Nota de crédito Ventas;13102;MINISTERIO DE TRABAJO;-B/.44.51 ;Sin informacion; -;-
PANAMÁ;10/8/2023;1206945;;10/8/2023;Factura de venta;13102;MINISTERIO DE TRABAJO; B/.5.71 ;Sin informacion; -;-
PANAMÁ;10/8/2023;1206948;1206935;9/9/2023;Nota de crédito Ventas;13102;MINISTERIO DE TRABAJO;-B/.5.71 ;Sin informacion; -;-
PANAMÁ;6/12/2022;1173128;Realocar: Deud19999 => Deud13102;5/1/2023;Otros;13102;MINISTERIO DE TRABAJO; B/.271.60 ;Presentado;-;0
PANAMÁ;23/3/2023;1192411;;22/4/2023;Factura de venta;13102;MINISTERIO DE TRABAJO; B/.5.41 ;Presentado;0/1/1900;0
PANAMÁ;4/8/2023;1206208;;3/9/2023;Factura de venta;13102;MINISTERIO DE TRABAJO; B/.76.01 ;Sin informacion; -;-
PANAMÁ;9/8/2023;1206763;;10/8/2023;Factura de venta;13102;MINISTERIO DE TRABAJO; B/.96.57 ;Sin informacion; -;-
PANAMÁ;10/8/2023;1206935;;9/9/2023;Factura de venta;13102;MINISTERIO DE TRABAJO; B/.5.71 ;Sin informacion; -;-
PANAMÁ;10/8/2023;1206932;;9/9/2023;Factura de venta;13102;MINISTERIO DE TRABAJO; B/.44.51 ;Sin informacion; -;-
PANAMÁ;8/8/2022;1169048;1FHS610001181-00035186;7/9/2022;Factura de venta;13102;MINISTERIO DE TRABAJO; B/.76.01 ;Por Presentar;-;0
PANAMÁ;7/6/2023;1200086;;7/6/2023;Factura de venta;13103;MINISTERIO DE OBRAS PUBLICAS(mop); B/.61.53 ;Por Presentar;-;completa, para presentar
PANAMÁ;14/1/2020;1075085;1FHS610001181-00007278;13/2/2020;Factura de venta;13141;MINISTERIO DE SALUD; B/.1,685.25 ;Presentado;-;0
PANAMÁ;15/12/2021;1142519;1FHS610001181-00026373;14/1/2022;Factura de venta;13141;MINISTERIO DE SALUD; B/.235.40 ;Presentado;-;0
PANAMÁ;3/8/2022;1168515;1FHS610001181-00035023;2/9/2022;Factura de venta;13141;MINISTERIO DE SALUD; B/.2.27 ;presentado;-;0
PANAMÁ;31/8/2022;1171669;1FHS610001181-00035989;30/9/2022;Factura de venta;13141;MINISTERIO DE SALUD; B/.278.50 ;Presentado;-;0
PANAMÁ;22/8/2022;1170590;1FHS610001181-00035613;21/9/2022;Factura de venta;13141;MINISTERIO DE SALUD; B/.78.91 ;Presentado;-;verificar que el pago esta mal aplicado, quedo un saldo pendiente
PANAMÁ;29/11/2022;10845081;;29/11/2022;Recibo de caja;13141;MINISTERIO DE SALUD;-B/.68.31 ;Sin informacion; -;-
PANAMÁ;3/7/2023;1202674;;2/8/2023;Factura de venta;13141;MINISTERIO DE SALUD; B/.349.89 ;Presentado;9/8/2023;0
PANAMÁ;4/8/2023;1206207;;3/9/2023;Factura de venta;13141;MINISTERIO DE SALUD; B/.302.28 ;Sin informacion; -;-
PANAMÁ;17/2/2023;1189029;;19/3/2023;Factura de venta;13141;MINISTERIO DE SALUD; B/.354.17 ;Sin informacion; -;-
PANAMÁ;3/3/2023;1190211;;2/4/2023;Nota de crédito Ventas;13141;MINISTERIO DE SALUD;-B/.354.17 ;Sin informacion; -;-
PANAMÁ;4/5/2023;1196342;;3/6/2023;Factura de venta;13141;MINISTERIO DE SALUD; B/.101.35 ;Por Presentar;-;0
PANAMÁ;10/6/2023;1200453;;10/7/2023;Factura de venta;13141;MINISTERIO DE SALUD; B/.14.38 ;Por Presentar;-;0
PANAMÁ;10/6/2023;1200459;;10/7/2023;Nota de crédito Ventas;13141;MINISTERIO DE SALUD;-B/.14.38 ;Sin informacion; -;-
PANAMÁ;10/6/2023;1200461;;10/7/2023;Factura de venta;13141;MINISTERIO DE SALUD; B/.14.38 ;Sin informacion; -;-
PANAMÁ;14/4/2023;1194466;;14/5/2023;Factura de venta;13144;MINISTERIO DE VIVIENDA; B/.57.23 ;Presentado;17/5/2023;0
PANAMÁ;21/7/2023;1204781;;20/8/2023;Factura de venta;13144;MINISTERIO DE VIVIENDA; B/.430.74 ;Sin informacion; -;-
PANAMÁ;8/8/2023;1206631;;9/8/2023;Factura de venta;13144;MINISTERIO DE VIVIENDA; B/.26.51 ;Sin informacion; -;-
PANAMÁ;9/9/2022;1172761;1FHS610001181-00036300;9/10/2022;Factura de venta;13154;MINISTERIO DE SEGURIDAD PUBLICA; B/.84.00 ;Sin informacion; -;-
PANAMÁ;24/2/2023;1189380;;26/3/2023;Factura de venta;13154;MINISTERIO DE SEGURIDAD PUBLICA; B/.31.64 ;Presentado;7/3/2023;0
PANAMÁ;4/5/2023;1196458;;5/5/2023;Factura de venta;13154;MINISTERIO DE SEGURIDAD PUBLICA; B/.547.67 ;Sin informacion; -;-
PANAMÁ;4/5/2023;1196464;;5/5/2023;Nota de crédito Ventas;13154;MINISTERIO DE SEGURIDAD PUBLICA;-B/.547.67 ;Sin informacion; -;-
PANAMÁ;8/5/2023;1196815;;7/6/2023;Factura de venta;13154;MINISTERIO DE SEGURIDAD PUBLICA; B/.20.06 ;Por Presentar;-;0
PANAMÁ;30/5/2023;1199147;;29/6/2023;Factura de venta;13154;MINISTERIO DE SEGURIDAD PUBLICA; B/.365.70 ;Presentado;8/8/2023;completa, para presentar
PANAMÁ;23/6/2023;1201825;;23/7/2023;Factura de venta;13154;MINISTERIO DE SEGURIDAD PUBLICA; B/.2,118.60 ;Por Presentar;-;0
PANAMÁ;28/6/2023;1202335;;28/7/2023;Nota de crédito Ventas;13154;MINISTERIO DE SEGURIDAD PUBLICA;-B/.241.61 ;Sin informacion; -;-
PANAMÁ;30/6/2023;1202552;;1/7/2023;Factura de venta;13154;MINISTERIO DE SEGURIDAD PUBLICA; B/.241.61 ;Sin informacion; -;-
PANAMÁ;4/7/2023;1202889;;3/8/2023;Nota de crédito Ventas;13154;MINISTERIO DE SEGURIDAD PUBLICA;-B/.2,118.60 ;Sin informacion; -;-
PANAMÁ;15/3/2023;1191501;;15/3/2023;Factura de venta;13500;MINISTERIO PUBLICO PROCURADURIA; B/.0.06 ;Sin informacion; -;-
PANAMÁ;8/8/2023;1206691;;9/8/2023;Factura de venta;13500;MINISTERIO PUBLICO PROCURADURIA; B/.34.24 ;Sin informacion; -;-
PANAMÁ;30/6/2022;1165091;1FHS610001181-00034002;30/7/2022;Factura de venta;13536;ORGANO JUDICIAL; B/.4.15 ;Presentado;8/9/2023;0
PANAMÁ;16/5/2023;1197665;;15/6/2023;Factura de venta;13536;ORGANO JUDICIAL; B/.90.59 ;Presentado;0/1/1900;se las llevo hector 23/05
PANAMÁ;18/5/2023;1197998;;17/6/2023;Factura de venta;13536;ORGANO JUDICIAL; B/.6.92 ;Presentado;1/6/2023;0
PANAMÁ;24/5/2023;1198655;;23/6/2023;Factura de venta;13536;ORGANO JUDICIAL; B/.56.49 ;Por Presentar;-;completa, para presentar
PANAMÁ;10/7/2023;1203531;;9/8/2023;Factura de venta;13536;ORGANO JUDICIAL; B/.99.47 ;Por Presentar;-;0
PANAMÁ;11/7/2023;1203597;;10/8/2023;Factura de venta;13536;ORGANO JUDICIAL; B/.666.31 ;Presentado;4/8/2023;0
PANAMÁ;21/7/2023;1204824;;20/8/2023;Factura de venta;13536;ORGANO JUDICIAL; B/.553.73 ;Sin informacion; -;-
PANAMÁ;27/7/2023;1205357;;26/8/2023;Factura de venta;13536;ORGANO JUDICIAL; B/.772.54 ;Sin informacion; -;-
PANAMÁ;29/5/2023;1199113;;28/6/2023;Factura de venta;13536;ORGANO JUDICIAL; B/.661.26 ;Por Presentar;-;0
PANAMÁ;30/5/2023;1199180;;29/6/2023;Factura de venta;13536;ORGANO JUDICIAL; B/.66.13 ;Presentado;4/8/2023;0
PANAMÁ;30/5/2023;1199189;;29/6/2023;Factura de venta;13536;ORGANO JUDICIAL; B/.169.93 ;Por Presentar;-;0
PANAMÁ;7/6/2023;1200019;;7/7/2023;Factura de venta;13536;ORGANO JUDICIAL; B/.65.46 ;Presentado;7/6/2023;completa, para presentar
PANAMÁ;6/6/2023;10879870;RET FISCAL                                                  ;6/7/2023;Nota de crédito Ventas;13536;ORGANO JUDICIAL;-B/.54.19 ;Sin informacion; -;-
PANAMÁ;26/6/2023;1202029;;26/7/2023;Factura de venta;13536;ORGANO JUDICIAL; B/.253.38 ;Presentado;4/8/2023;0
PANAMÁ;25/10/2022;10839288;NACIONAL23678;;Recibo de caja;13540;MUNICIPIO DE PANAMA;-B/.55.47 ;Sin informacion; -;-
PANAMÁ;14/12/2021;1142342;1FHS610001181-00026325;13/1/2022;Factura de venta;13540;MUNICIPIO DE PANAMA; B/.220.21 ;Presentado;8/8/2023;0
PANAMÁ;29/12/2021;1143924;1FHS610001181-00026819;28/1/2022;Factura de venta;13540;MUNICIPIO DE PANAMA; B/.126.82 ;Presentado;-;0
PANAMÁ;17/1/2022;1145653;1FHS610001181-00027417;16/2/2022;Factura de venta;13540;MUNICIPIO DE PANAMA; B/.179.81 ;Presentado;-;0
PANAMÁ;26/1/2022;1146780;1FHS610001181-00027803;25/2/2022;Factura de venta;13540;MUNICIPIO DE PANAMA; B/.227.80 ;Presentado;8/8/2023;0
PANAMÁ;10/6/2022;1162876;1FHS610001181-00033248;10/7/2022;Factura de venta;13540;MUNICIPIO DE PANAMA; B/.3.22 ;Presentado;8/8/2023;0
PANAMÁ;10/6/2023;1200442;;10/7/2023;Factura de venta;13540;MUNICIPIO DE PANAMA; B/.68.27 ;Presentado;-;0
PANAMÁ;30/6/2023;1202513;;30/7/2023;Factura de venta;13540;MUNICIPIO DE PANAMA; B/.14.69 ;Presentado;-;0
PANAMÁ;21/7/2023;1204691;;20/8/2023;Factura de venta;13540;MUNICIPIO DE PANAMA; B/.4.55 ;Sin informacion; -;-
PANAMÁ;24/5/2023;1198635;;23/6/2023;Factura de venta;13540;MUNICIPIO DE PANAMA; B/.4.15 ;Presentado;-;0
PANAMÁ;24/5/2023;1198683;;23/6/2023;Factura de venta;13540;MUNICIPIO DE PANAMA; B/.183.67 ;Presentado;-;0
PANAMÁ;29/5/2023;1199039;;28/6/2023;Factura de venta;13540;MUNICIPIO DE PANAMA; B/.11.88 ;Presentado;-;completa, para presentar
PANAMÁ;29/5/2023;1199040;;28/6/2023;Factura de venta;13540;MUNICIPIO DE PANAMA; B/.1.50 ;Sin informacion; -;-
PANAMÁ;30/5/2023;1199202;;29/6/2023;Factura de venta;13540;MUNICIPIO DE PANAMA; B/.212.03 ;Presentado;-;0
PANAMÁ;7/6/2023;1200018;;7/7/2023;Factura de venta;13540;MUNICIPIO DE PANAMA; B/.101.35 ;Presentado;-;completa, para presentar
PANAMÁ;19/4/2023;1194936;;19/5/2023;Factura de venta;13540;MUNICIPIO DE PANAMA; B/.25.47 ;Por Presentar;-;0
PANAMÁ;20/4/2023;1195084;;20/5/2023;Factura de venta;13540;MUNICIPIO DE PANAMA; B/.73.06 ;Por Presentar;-;0
PANAMÁ;21/4/2023;1195209;;21/5/2023;Factura de venta;13540;MUNICIPIO DE PANAMA; B/.30.56 ;Por Presentar;-;completa, para presentar
PANAMÁ;25/4/2023;1195500;;25/5/2023;Factura de venta;13540;MUNICIPIO DE PANAMA; B/.361.66 ;Por Presentar;-;completa, para presentar
PANAMÁ;28/4/2023;1195911;;28/5/2023;Factura de venta;13540;MUNICIPIO DE PANAMA; B/.7.25 ;Por Presentar;-;0
PANAMÁ;11/5/2023;1197237;;10/6/2023;Factura de venta;13540;MUNICIPIO DE PANAMA; B/.80.44 ;Sin informacion; -;-
PANAMÁ;5/4/2023;1193700;;5/5/2023;Factura de venta;13540;MUNICIPIO DE PANAMA; B/.8.82 ;Presentado;-;0
PANAMÁ;6/4/2023;1193840;;6/5/2023;Factura de venta;13540;MUNICIPIO DE PANAMA; B/.24.79 ;Presentado;-;0
PANAMÁ;6/4/2023;1193839;;6/5/2023;Factura de venta;13540;MUNICIPIO DE PANAMA; B/.104.86 ;Presentado;-;0
PANAMÁ;11/4/2023;1194029;;11/5/2023;Factura de venta;13540;MUNICIPIO DE PANAMA; B/.12.95 ;Presentado;-;0
PANAMÁ;12/4/2023;1194176;;12/5/2023;Factura de venta;13540;MUNICIPIO DE PANAMA; B/.15.95 ;Presentado;-;0
PANAMÁ;18/4/2023;1194800;;18/5/2023;Factura de venta;13540;MUNICIPIO DE PANAMA; B/.126.69 ;Por Presentar;-;0
PANAMÁ;7/7/2022;1165863;1FHS610001181-00034220;6/8/2022;Factura de venta;13540;MUNICIPIO DE PANAMA; B/.9.58 ;Presentado;26/7/2022;0
PANAMÁ;3/10/2022;1175253;1FHS610001181-00037120;2/11/2022;Factura de venta;13540;MUNICIPIO DE PANAMA; B/.3.43 ;Presentado;25/10/2022;0
PANAMÁ;8/10/2022;1175806;1FHS610001181-00037276;7/11/2022;Factura de venta;13540;MUNICIPIO DE PANAMA; B/.70.67 ;Presentado;5/12/2022;0
PANAMÁ;20/10/2022;1177124;1FHS610001181-00037693;19/11/2022;Factura de venta;13540;MUNICIPIO DE PANAMA; B/.3.35 ;Presentado;5/12/2022;0
PANAMÁ;29/3/2023;10865832;RET FISCAL;28/4/2023;Nota de crédito Ventas;13540;MUNICIPIO DE PANAMA;-B/.3.01 ;Sin informacion; -;-
PANAMÁ;30/3/2023;1193199;;29/4/2023;Factura de venta;13540;MUNICIPIO DE PANAMA; B/.44.08 ;Presentado;-;0
PANAMÁ;15/6/2022;1163400;1FHS610001181-00033404;15/7/2022;Factura de venta;13540;MUNICIPIO DE PANAMA; B/.2.14 ;Presentado;26/7/2022;0
PANAMÁ;16/6/2022;1163525;1FHS610001181-00033448;16/7/2022;Factura de venta;13540;MUNICIPIO DE PANAMA; B/.1.27 ;Presentado;8/9/2023;0
PANAMÁ;21/6/2022;1164037;1FHS610001181-00033610;21/7/2022;Factura de venta;13540;MUNICIPIO DE PANAMA; B/.4.82 ;Presentado;8/4/2023;0
PANAMÁ;28/6/2022;1164702;1FHS610001181-00033822;28/7/2022;Factura de venta;13540;MUNICIPIO DE PANAMA; B/.1.13 ;Presentado;8/4/2023;0
PANAMÁ;6/7/2022;1165661;1FHS610001181-00034178;5/8/2022;Factura de venta;13540;MUNICIPIO DE PANAMA; B/.2.41 ;Presentado;8/4/2023;0
PANAMÁ;7/7/2022;1165850;1FHS610001181-00034221;6/8/2022;Factura de venta;13540;MUNICIPIO DE PANAMA; B/.1.19 ;Presentado;26/7/2022;0
PANAMÁ;2/6/2021;10741473;REC 285411 CK NACIONAL 25411;;Recibo de caja;13542;CENTRO DE SALUD 24 DE DICIEMBRE;-B/.200.00 ;Sin informacion; -;-
PANAMÁ;6/9/2022;1172310;1FHS610001181-00036188;6/10/2022;Factura de venta;13542;CENTRO DE SALUD 24 DE DICIEMBRE; B/.268.50 ;Presentado;-;0
PANAMÁ;20/9/2022;1173862;1FHS610001181-00036661;20/10/2022;Factura de venta;13542;CENTRO DE SALUD 24 DE DICIEMBRE; B/.196.40 ;Presentado;8/11/2023;0
PANAMÁ;15/2/2023;1188692;;17/3/2023;Factura de venta;13542;CENTRO DE SALUD 24 DE DICIEMBRE; B/.97.00 ;Presentado;24/2/2023;0
PANAMÁ;10/9/2021;1132192;1FHS610001181-00022976;10/10/2021;Factura de venta;13882;POL.DR. ALEJANDRO DE LA GUARDIA HIJO; B/.57.26 ;Presentado;-;0
PANAMÁ;2/3/2022;1150772;1FHS610001181-00029135;1/4/2022;Factura de venta;13891;POLICIA NACIONAL; B/.3,980.40 ;Presentado;8/4/2023;0
PANAMÁ;13/8/2021;1082131;VISA COBROS;13/10/2022;Recibo de caja;13891;POLICIA NACIONAL;-B/.11.17 ;Sin informacion; -;-
PANAMÁ;23/11/2022;1180363;;23/12/2022;Factura de venta;13891;POLICIA NACIONAL; B/.313.78 ;Sin informacion; -;-
PANAMÁ;10/5/2023;1197083;;9/6/2023;Factura de venta;13891;POLICIA NACIONAL; B/.13.34 ;Presentado;5/6/2023;0
PANAMÁ;9/8/2023;1206759;;10/8/2023;Factura de venta;13891;POLICIA NACIONAL; B/.140.81 ;Sin informacion; -;-
PANAMÁ;9/8/2023;1206793;;10/8/2023;Factura de venta;13891;POLICIA NACIONAL; B/.165.38 ;Sin informacion; -;-
PANAMÁ;10/8/2023;1206907;;11/8/2023;Factura de venta;13891;POLICIA NACIONAL; B/.227.80 ;Sin informacion; -;-
PANAMÁ;19/9/2022;1173661;1FHS610001181-00036606;19/10/2022;Factura de venta;13966;POLIC. J.J. VALLARINO; B/.31.73 ;Por Presentar;-;0
PANAMÁ;7/3/2023;1190624;;6/4/2023;Factura de venta;13035;MINISTERIO DE ECONOMIA Y FINANZAS; B/.0.01 ;Presentado;27/3/2023;0
PANAMÁ;28/3/2023;1192833;;27/4/2023;Factura de venta;13038;MINISTERIO DE LA PRESIDENCIA; B/.9.73 ;Sin informacion; -;-
PANAMÁ;28/4/2023;1195893;;28/5/2023;Factura de venta;13038;MINISTERIO DE LA PRESIDENCIA; B/.264.50 ;Presentado;8/8/2023;0
PANAMÁ;10/4/2023;1193959;;10/5/2023;Factura de venta;13038;MINISTERIO DE LA PRESIDENCIA; B/.106.25 ;Presentado;8/8/2023;0
PANAMÁ;21/4/2023;1195200;;21/5/2023;Factura de venta;13038;MINISTERIO DE LA PRESIDENCIA; B/.6.54 ;Por Presentar;-;0
PANAMÁ;7/6/2023;1200093;;7/7/2023;Factura de venta;13038;MINISTERIO DE LA PRESIDENCIA; B/.73.19 ;Por Presentar;-;0
PANAMÁ;10/7/2023;1203469;;11/7/2023;Factura de venta;13038;MINISTERIO DE LA PRESIDENCIA; B/.28.25 ;Sin informacion; -;-
PANAMÁ;10/7/2023;1203552;;11/7/2023;Nota de crédito Ventas;13038;MINISTERIO DE LA PRESIDENCIA;-B/.28.25 ;Sin informacion; -;-
PANAMÁ;27/7/2023;1205366;;26/8/2023;Factura de venta;13038;MINISTERIO DE LA PRESIDENCIA; B/.7,341.27 ;Sin informacion; -;-
PANAMÁ;16/8/2016;922375;1FHS610000284-00069514;17/8/2016;Factura de venta;13042;MINISTERIO DE EDUCACION; B/.636.65 ;Presentado;29/1/2021;Documentos originales, hay que presentar
PANAMÁ;10/5/2021;1119227;1FHS610001181-00019194;9/6/2021;Factura de venta;13042;MINISTERIO DE EDUCACION; B/.281.62 ;Sin informacion; -;-
PANAMÁ;17/12/2021;1142866;1FHS610001181-00026481;16/1/2022;Factura de venta;13042;MINISTERIO DE EDUCACION; B/.907.10 ;Presentado;-;0
PANAMÁ;18/4/2023;1194797;;18/5/2023;Factura de venta;13225;CUERPO DE BOMBEROS DE PANAMA; B/.1,750.95 ;Presentado;18/5/2023;completa, para presentar
PANAMÁ;14/3/2022;1152364;1FHS610001181-00029624;13/4/2022;Factura de venta;13244;MINISTERIO DE DESARROLLO AGROPECUARIO; B/.252.73 ;Presentado;-;0
PANAMÁ;16/6/2023;1201156;;16/7/2023;Factura de venta;13513;SENADIS(SECRETARIA NAL. DE DISCAPACIDAD); B/.7.21 ;Presentado;7/12/2023;0
PANAMÁ;22/12/2021;;ACH GENERAL;;Recibo de caja;13622;HOSPITAL DE ESPECIALIDADES PEDIATRICAS;-B/.107.00 ;Sin informacion; -;-
PANAMÁ;28/7/2023;1205581;;27/8/2023;Factura de venta;13622;HOSPITAL DE ESPECIALIDADES PEDIATRICAS; B/.1,308.00 ;Sin informacion; -;-
PANAMÁ;28/7/2023;1205580;;27/8/2023;Factura de venta;13622;HOSPITAL DE ESPECIALIDADES PEDIATRICAS; B/.1,308.00 ;Presentado;9/8/2023;0
PANAMÁ;28/7/2023;1205588;;27/8/2023;Nota de crédito Ventas;13622;HOSPITAL DE ESPECIALIDADES PEDIATRICAS;-B/.1,308.00 ;Sin informacion; -;-
PANAMÁ;29/8/2022;1171344;1FHS610001181-00004703;29/8/2022;Nota de crédito Ventas;13630;HOSPITAL SUSANA JONS CANO(C.S.S.);-B/.0.42 ;Sin informacion; -;-
PANAMÁ;19/5/2023;1198071;;18/6/2023;Factura de venta;13630;HOSPITAL SUSANA JONS CANO(C.S.S.); B/.226.00 ;Por Presentar;-;0
PANAMÁ;31/7/2023;10889208;CK 21294 BN;;Recibo de caja;13848;POLIC. DR. CARLOS N. BRIN;-B/.534.00 ;Sin informacion; -;-
PANAMÁ;25/7/2022;1167392;1FHS610001181-00034712;24/8/2022;Factura de venta;13848;POLIC. DR. CARLOS N. BRIN; B/.10.45 ;Presentado;-;0
PANAMÁ;28/7/2022;1167917;1FHS610001181-00034859;27/8/2022;Factura de venta;13848;POLIC. DR. CARLOS N. BRIN; B/.20.80 ;Presentado;-;0
PANAMÁ;29/8/2022;1171293;1FHS610001181-00035851;28/9/2022;Factura de venta;13848;POLIC. DR. CARLOS N. BRIN; B/.0.35 ;Presentado;-;0
PANAMÁ;31/5/2023;1199367;;30/6/2023;Factura de venta;13848;POLIC. DR. CARLOS N. BRIN; B/.200.19 ;Sin informacion; -;-
PANAMÁ;31/5/2023;1199366;;30/6/2023;Factura de venta;13848;POLIC. DR. CARLOS N. BRIN; B/.356.00 ;Sin informacion; -;-
PANAMÁ;31/5/2023;1199348;;30/6/2023;Factura de venta;13848;POLIC. DR. CARLOS N. BRIN; B/.44.50 ;Sin informacion; -;-
PANAMÁ;10/2/2023;1188221;;12/3/2023;Factura de venta;14021;C.S.S. POLIC. MANUEL FERRER VALDEZ (PEDIATRICA); B/.1.45 ;Presentado;-;0
